Word	Prefix	Root 	Suffix 
መዳረሻ			
መዳረሻዎች			
መዳረጋቸውና			
መዳኒቶች			
መድሀኒት			
መድሃኒት			
መድሃኒትበተባለ			
መድሃኒትነት			
መድሃኒቶች			
መድሃኒቶችን			
መድልኦዎችን			
መድረሱ			
መድረሱን			
መድረስን			
መድረኩን			
መድረክ			
መድረኮች			
መድረኮችን			
መድብለ			
መድኃኒት			
መድኃኒት፣			
መድኃኒቶች			
መድኃኒቶችን			
መድኃኒቶችን፣			
መድን			
መድፈር			
መጀመሩን			
መጀመሪያ			
መጀመሪያዎቹ			
መጀመራቸውን			
መጀመር			
መጀመርና			
መጀመርን			
መጀመርያ			
መገለጫ			
መገልገያ			
መገልገያዎች			
መገልገያዎችን			
መገበያያነት			
መገባደጃ			
መገናኛ			
መገንባት			
መገኘቱን			
መገኘታቸው			
መገኘታቸውን			
መገኘት			
መገኛዎች			
መገደሉን			
መገደላቸውን			
መገደልን			
መገደዱን			
መጉዳት			
መጋቢ			
መጋቢት			
መጋባት			
መጋዘን			
መጋዘኖቹን			
መጋዘኖች			
መግለጫ			
መግለጫቸው			
መግለጫን			
መግለጫው			
መግለጫዎች			
መግለጫዎችን			
መግቢየ			
መግባባት			
መግደል			
መጎሳቆል			
መጎብኘትን			
መጠለያ			
መጠለያዎችን			
መጠቀም			
መጠበቂያ			
መጠበቅ			
መጠበቅ፣			
መጠነ			
መጠነኛ			
መጠናቀቁን			
መጠን			
መጠንን			
መጠን፣			
መጠይቅ			
መጠጣት			
መጠጥ			
መጠጦች			
መጠጦችን			
መጡ።			
መጣሉን			
መጣራት			
መጣሳቸውን			
መጣችሁ			
መጥለቅለቅ			
መጥለቅለቅን			
መጥለፍን			
መጥራትን			
መጥፋት			
መጨመሩን			
መጨመራቸው			
መጨመር			
መጨረስ			
መጨረስን			
መጨረሻ			
መጨነቅ			
መጨናነቅ			
መጨፍጨፍ			
መጪው			
መጫረቻ			
መጫኛ			
መጸዳጃ			
መጻሕፍትን			
መጽሃፍ			
መጽሃፍት			
መጽሃፏ			
መጽሄት			
መጽሐፍት			
መጽሔት			
መፃህፍት			
መፅሀፍ			
መፅሀፍና			
መፅሃፎችን			
መፅሕፍት			
መፅደቅ			
መፈለግ			
መፈረሙን			
መፈራረሙን			
መፈናቀል			
መፈናቀልን			
መፈናቀልን፣			
መፈንቅለ			
መፈንዳት			
መፈፀም			
መፋሰስ			
መፍረስ			
መፍሰስ			
መፍታት			
መፍትሄ			
መፍትሄዎችን			
መፍትሔ			
መፍጠርን			
ሙሃመድ			
ሙሉጌታ			
ሙላቱ			
ሙሌት፣			
ሙሐመድ			
ሙምባይ			
ሙሰጠፋ			
ሙሳ፤			
ሙስሊሙ			
ሙስሊሞች			
ሙስና			
ሙቀት			
ሙቅሪን			
ሙኒኮቹ			
ሙንስተር			
ሙንሻይን			
ሙአመር			
ሙአታዝ			
ሙከራ			
ሙከራዋ			
ሙከራዎች			
ሙከራዎችን			
ሙዚቀኛ			
ሙዚቀኞች			
ሙዚቃ			
ሙዚቃውን			
ሙዚቃዎች			
ሙዚቃዎችን			
ሙዚቃ፣			
ሙዚየም			
ሙዝየም			
ሙያችንን			
ሙያዊ			
ሙያውን			
ሙፍቲ			
ሚለርን			
ሚሊሺዎች			
ሚሊሻዎች			
ሚሊኒየም			
ሚሊየን			
ሚሊዮን			
ሚሊዮኖች			
ሚላን			
ሚልኖር			
ሚልዮን			
ሚመነጨውን			
ሚመጡ			
ሚራንዳን			
ሚርቪስ			
ሚርያም			
ሚሳኤል			
ሚስት			
ሚስጥራዊ			
ሚቾአካን			
ሚኒሰተር			
ሚኒሰቴር			
ሚኒሰትር			
ሚኒስ			
ሚኒስተሩን			
ሚኒስተር			
ሚኒስቴሩ			
ሚኒስቴራችንን			
ሚኒስቴር			
ሚኒስቴርነት			
ሚኒስቴር፣			
ሚኒስቴር፣የኢትዮጵያ			
ሚኒስቴሮችን			
ሚኒስትሩ			
ሚኒስትሩን			
ሚኒስትሩ።			
ሚኒስትሩ፥			
ሚኒስትር			
ሚኒስትሮች			
ሚኒስትሮች፣			
ሚኒስትሯ			
ሚኒያ			
ሚኔሶታ			
ሚንስተር			
ሚንስቴር			
ሚንስትር			
ሚንስክ			
ሚአዶውስ			
ሚከስ			
ሚኪያስ			
ሚካኤል			
ሚካኤልን			
ሚውዚካል			
ሚዙሪ			
ሚያካትተው			
ሚያዝያ			
ሚያገሉ			
ሚይንት			
ሚደረገው			
ሚደረጉ			
ሚዲያ			
ሚዲያው፣			
ሚዲያዎች			
ሚድሮክ			
ሚጌል			
ማሀር			
ማሃካም			
ማህሙድ			
ማህበረ			
ማህበረሰብ			
ማህበረሰቦች			
ማህበሩ			
ማህበራት			
ማህበራትን			
ማህበራት፣			
ማህበራዊ			
ማህበራዊና			
ማህበር			
ማህበር፣			
ማህበሮች			
ማህተሞች			
ማለት			
ማለትም			
ማለዳ			
ማለፉን			
ማለፊያ			
ማለፍ			
ማሊንገር			
ማላሽ			
ማሌዥያ			
ማልቲቾይስ			
ማልታ			
ማልት			
ማልዌር			
ማመላለሻ			
ማመላለሻዋ			
ማመንጨት			
ማመንጫ			
ማመፅ			
ማማዳበር			
ማምረት			
ማምረቻ			
ማሞግራም			
ማረሊንስ			
ማረኮ			
ማረጋገጥ			
ማረጋገጫ			
ማረጋገጫዎች			
ማረፉ			
ማረፊያ			
ማረፊያንም			
ማሪታይም			
ማሪን			
ማሪያ			
ማሪዮ			
ማራቶኑ			
ማራቶን			
ማራቶንን			
ማራኪ			
ማርሊንስ			
ማርሲያ			
ማርስ			
ማርሽ			
ማርቆስ			
ማርቲን			
ማርታ			
ማርት			
ማርክ			
ማርኮ			
ማርዚህ			
ማርያም			
ማርዬ			
ማሰራጨት			
ማሰራጨትን			
ማሰራጫ			
ማሰውረድ			
ማሰየት			
ማሱያማን			
ማሳለፍ			
ማሳመር			
ማሳረፍ			
ማሳካት			
ማሳየት			
ማሳየትና			
ማሳያ			
ማስመዝገብ			
ማስረሻ			
ማስረጃ			
ማስቀረት			
ማስቀየር			
ማስቆም			
ማስተላለፉ			
ማስተላለፊያ			
ማስተላለፍ			
ማስተማር፣ማሳወቅ			
ማስተር			
ማስተርስ			
ማስተባበሪያ			
ማስተባበያ			
ማስተንፈሻ			
ማስተካከል			
ማስተካከያ			
ማስተዋል			
ማስተዳደር			
ማስታወቁ			
ማስታወቂያ			
ማስንቆ			
ማስከበር			
ማስክ			
ማስወገድ			
ማስወገድን			
ማስወጣት			
ማስጀመሪያ			
ማስገር			
ማስገደድ			
ማስገደድ፣			
ማስጠበቅ			
ማስጠንቀቂያ			
ማስጠንቀቂያዎች			
ማስፈታት			
ማስፋት			
ማስፋፊያ			
ማሻሻል			
ማሻሻያ			
ማሻሻያው			
ማሻሻያዎች			
ማሻሻያዎችን			
ማሻሻይ			
ማሻቀቡን			
ማሻቀብ			
ማሻድ			
ማሽኖቹ			
ማሽኖች			
ማሽኖችን			
ማቀነባበሪያ			
ማቀነባበሪያው			
ማቀዱን			
ማቀዳቸውን			
ማቅረባቸውን			
ማቆሙን			
ማቆሙንም			
ማቆሚያ			
ማቆማቸውን			
ማቆም			
ማቋቋሙን			
ማቋቋሚያ			
ማቋቋም			
ማበረታታት			
ማበርከት			
ማቢዮን			
ማብለያ			
ማብራርያ			
ማብቂያ			
ማብቂያው			
ማብቃቱን			
ማቨን			
ማቭሪኮች			
ማተም			
ማታሬላ			
ማትስታይንመንት			
ማኅበረሰብ			
ማኅበሩ			
ማኅበር			
ማነስ			
ማነስና			
ማነቃቂያ			
ማኑኤል			
ማኑፋክቸሪንግ			
ማናማ			
ማኔጅመንት			
ማንስፊልድ			
ማንቂያ			
ማንቂያዎቹ			
ማንቸስተር			
ማንነታቸው			
ማንነት			
ማንኛውም			
ማንኛውን			
ማንኛውንም			
ማንኮራፋት			
ማንደልበሊት			
ማንደፍሮን			
ማእረግ			
ማእቀብ			
ማእከሉን			
ማእከላዊ			
ማእከል			
ማእዴህ			
ማእድን			
ማእድንን			
ማእድኖችን			
ማከሚያ			
ማከማቻ			
ማከበር			
ማክሮ			
ማክሮሴሊደስ			
ማክሮን			
ማክሮንን			
ማክሰኞ			
ማክስ			
ማክሼን			
ማክበር			
ማክፋይል			
ማዋልን			
ማውንቴን			
ማውጣቱን			
ማውጣቷን			
ማውጫ			
ማውጫን			
ማዕረግ			
ማዕቀብ			
ማዕቀቦች			
ማዕቀቦችን			
ማዕቀፉ			
ማዕቀፍ			
ማዕበል			
ማዕበሎች			
ማዕከሉ			
ማዕከላት			
ማዕከላዊ			
ማዕከል			
ማዕከልን			
ማዕዘናት			
ማዕዘናዊ			
ማዕድናትን			
ማዕድን			
ማዕድንን			
ማዘር			
ማዘዣ			
ማዘጋጀት			
ማዘጋጃ			
ማዘግየት			
ማዝናናት			
ማየት			
ማዩራን			
ማያሚ			
ማያሻሻያ			
ማያበቁ			
ማይል			
ማይናማር			
ማይክ			
ማይክል			
ማይክሮሶፍተ			
ማይክሮሶፍት			
ማደርን			
ማዱሮ			
ማዳበሪያ			
ማዳን			
ማዳከም			
ማዳጋስካር			
ማድረጉ			
ማድረጉን			
ማድረጋቸውን			
ማድረግ			
ማድረግን			
ማድረግ፣			
ማድረጓን			
ማድሪዱ			
ማድሪድ			
ማጀስትሬት			
ማገገሚያ			
ማጋራያ			
ማግኘቱን			
ማግኘታቸውን			
ማግኘት			
ማግኛ			
ማጎልበቻ			
ማጓጓዣ			
ማጠራቀሚያ			
ማጠራቀሚያዎች			
ማጠቃለያ			
ማጠቢያ			
ማጠናቀቁን			
ማጠናቀቅ			
ማጠናከሩን			
ማጠናከር			
ማጠናከሯን			
ማጠንከር			
ማጣሪያ			
ማጣሪያዎች			
ማጣራት			
ማጥመጃ			
ማጥቃታቸውን			
ማጥፊያ			
ማጥፋት			
ማጨስ			
ማጨስን			
ማጭበርበር			
ማጭበርበርን			
ማጭበርበር፣			
ማፅዳት			
ማፊያ			
ማፍረስ			
ሜሊንዳ			
ሜላኒያ			
ሜልቦርን			
ሜርኩረ			
ሜርክልን			
ሜሮን			
ሜሰይ			
ሜትሩን			
ሜትሪክ			
ሜትር			
ሜትሮሎጂ			
ሜካፕ			
ሜክሲኮ			
ሜይል			
ሜይፍላወር			
ሜዲሲን			
ሜዲስን			
ሜዲካል			
ሜዳሊያ			
ሜዳሊያዎችን			
ሜዳልያ			
ሜዳልያዎቹ፣ዋንጫዎቹን፣ማልያዎቹን			
ሜዳዎች፣			
ሜድትራኒያን			
ሜጀር			
ምሁራንን			
ምሁራን፣			
ምህረት			
ምህዋር			
ምህዳር			
ምላሹን			
ምላሽ			
ምልልስ			
ምልከታ			
ምልከታው			
ምልክት			
ምልክቶች			
ምረቃ			
ምረጫ			
ምርመራ			
ምርመራው			
ምርመራዎች			
ምርመራዎችን			
ምርመር			
ምርምራ			
ምርምር			
ምርምርና			
ምርቱ			
ምርቱን			
ምርታማነት			
ምርታማነትን			
ምርት			
ምርትና			
ምርትን			
ምርቶቹን			
ምርቶቹንም			
ምርቶች			
ምርቶችን			
ምርጡ			
ምርጥ			
ምርጫ			
ምርጫን			
ምርጫው			
ምርጫውን			
ምርጫዎች			
ምርጫዎችን			
ምስላዊ			
ምስል			
ምስሎችን			
ምስራቃዊ			
ምስራቅ			
ምስክር			
ምስጋና			
ምስጋናዋን			
ምስጢራዊ			
ምስጢር			
ምሶሶዎች			
ምሽት			
ምቶች			
ምቾት			
ምኒልክ			
ምናልባትም			
ምንም			
ምንዛሪ			
ምንዛሬ			
ምንዛሬን			
ምንጊዜም			
ምንጣፍ			
ምንጭ			
ምንጭነት			
ምንጮች			
ምኞት			
ምእመናን			
ምእመናንና			
ምክር			
ምክርቤት			
ምክሮቹ			
ምክሮች			
ምክሮችን			
ምክትል			
ምክነያት			
ምክኒያት			
ምክንያተ			
ምክንያታዊ			
ምክንያት			
ምክንያቶች			
ምክክር			
ምክክሮች			
ምክያት			
ምዕራባዊ			
ምዕራብ			
ምዕራፍ			
ምዘና			
ምዝበራ			
ምዝገባ			
ምዝገባ፣			
ምደር			
ምድር			
ምድቡን			
ምድብ			
ምድቦች			
ምግባር			
ምግባርና			
ምግብ			
ምግብን			
ምግብ፣			
ምግቦችንና			
ምጣኔ			
ምጣኔ፣			
ምፅዋ			
ሞሃመድ			
ሞላን			
ሞልቲፕሌክስ			
ሞልቶ			
ሞረኮዋዊ			
ሞራሌስ			
ሞራል			
ሞራልንን			
ሞሮኮ			
ሞሰር			
ሞሱል			
ሞሳደሌ			
ሞስኮ			
ሞቃታማ			
ሞቃት			
ሞቃዲሾ			
ሞባይል			
ሞተርስ			
ሞተሮች			
ሞተች።			
ሞተዋል።			
ሞተው			
ሞቱ፤			
ሞትን			
ሞቶች			
ሞቶችን			
ሞቶጂፒ			
ሞቷል።			
ሞናርክ			
ሞንታና			
ሞንት			
ሞንትቦቮን			
ሞኖሳይቶግነስ			
ሞክረዋል			
ሞክሯል።			
ሞዛምቢክ			
ሞይዝ			
ሞዴል			
ሞዴሎችን			
ሞገድ			
ሞገዶች			
ሞግዚቶች			
ሟቹም			
ሟቾች			
ሠራተኛ			
ሠራተኞቻቸው			
ሠራተኞች			
ሠራተኞችን			
ሠዓሊ፣			
ሥላሴ			
ሥልጠና			
ሥልጣን			
ሥሪት			
ሥራውን			
ሥራው፣			
ሥራዎች			
ሥራዎችን			
ሥርወ			
ሥርዓቱ			
ሥርዓቱን			
ሥርዓታዊ			
ሥርዓት			
ሥርዓትን			
ሥዕላዊ			
ሥዕል			
ሥዕሎች			
ሥጋት			
ሥጋን			
ሥፍራዎች			
ሦስተኛ			
ሦስተኛው			
ሦስተኛውን			
ሦስቱ			
ሦስት			
ረሃብ			
ረቂቅ			
ረቡዕ			
ረብሻ			
ረብሻዎች			
ረቱ።			
ረዘነ			
ረዳታቸው			
ረዳት			
ረዳቶችን			
ረዳቷ			
ረድቶኛል።			
ረድኤት			
ረጀሙ			
ረጅሙ			
ረጅም			
ረገድ			
ረጋሳ			
ረፋድ			
ሩሃኒ			
ሩሲያ			
ሩሲያን			
ሩሶምን			
ሩዋንዳ			
ሩዋንዳዊ			
ሩጫዎች			
ሩጫዎችን			
ሪልዝም			
ሪሞት			
ሪሳይክል			
ሪስተር			
ሪቨርሳይድ			
ሪቪዬራ			
ሪቭሊን			
ሪቻርደ			
ሪከርድ			
ሪክስባንክ			
ሪዘርቭ			
ሪዞሉሽን			
ሪያን			
ሪፈራል			
ሪፐብሊኩ			
ሪፐብሊክ			
ሪፐብሊክን			
ሪፑበሊክ			
ሪፑብሊኩ			
ሪፖርተር			
ሪፖርቱ			
ሪፖርት			
ሪፖርት፣			
ሪፖርቶች			
ራሂሚ			
ራሚዶች			
ራሱን			
ራሳቸውን			
ራስል			
ራስን			
ራሷን			
ራሽዲን፣			
ራቶን			
ራንድ			
ራክሂን			
ራውል			
ራውጅ			
ራየን			
ራይስ			
ራይትስ			
ራይድ			
ራድዮአክቲቭ			
ራግቢ			
ራፐሮች			
ሬሳዎችን			
ሬሴፕ			
ሬስቶራንት			
ሬቤካህ			
ሬንጀርስ			
ሬውቨን			
ሬዘነ			
ሬዩንዮን			
ሬይኖልድስ			
ሬይደርስ			
ሬድዋን			
ሬድዋን፣			
ርምጃ			
ርምጃዎች			
ርምጃዎችን			
ርቀት			
ርቀትን			
ርቀው			
ርብርብ			
ርኅራኄ			
ርካሽ			
ርዕሰ			
ርዕስ			
ርዕሶች			
ርዕዩ			
ርዕይ			
ርዝመት			
ርዮት			
ርዳታ			
ርጧል።			
ሮማኒያውያን			
ሮማን			
ሮማውያን			
ሮበርት			
ሮበን			
ሮቤርቶ			
ሮቦቲክስ			
ሮቦት			
ሮቨር			
ሮቹስ			
ሮናልደ			
ሮኬትን			
ሮኬቶች			
ሮኬቶችን			
ሮዛሪዮ			
ሮያሎች			
ሮድማን			
ሮድሪጎ			
ሯጮች			
ሰለመጠቀም			
ሰለሞን			
ሰለቸኝ			
ሰላማዊ			
ሰላም			
ሰላምና			
ሰላምን			
ሰላሳ			
ሰላይ			
ሰላዮችን			
ሰላጤ			
ሰልፈኞች			
ሰልፍ			
ሰልፎች			
ሰመረ			
ሰመራ			
ሰማዕታትን			
ሰማያት			
ሰማይ			
ሰሜናዊ			
ሰሜናዊው			
ሰሜን			
ሰሞኑን			
ሰረዘ።			
ሰሪዎቹ			
ሰሪዎች			
ሰራሽ			
ሰራተኛ			
ሰራተኞቹን			
ሰራተኞች			
ሰራተኞችም			
ሰራተኞችን			
ሰራዊቱ			
ሰራዊት			
ሰራዎችን			
ሰራ።			
ሰርቢያ			
ሰርቨር			
ሰርቪስ			
ሰርቫንቴስ			
ሰርቬይ			
ሰርታለች			
ሰርታለች።			
ሰርአት			
ሰርከስ			
ሰርዘዋል።			
ሰርጂ			
ሰርጂዮ			
ሰርጄ			
ሰርጥ			
ሰርፀፍሬ			
ሰበረች።			
ሰበረ።			
ሰበብ			
ሰበታ			
ሰባት			
ሰብራለች			
ሰብራለች።			
ሰብሮ			
ሰብሳቢ			
ሰብስባለች።			
ሰብአዊ			
ሰብዓዊ			
ሰታለች			
ሰታይል			
ሰቷል			
ሰነዱ			
ሰነድ			
ሰነዶችን			
ሰናር			
ሰናይ			
ሰኔድ			
ሰንሰለት			
ሰንደቅ			
ሰኞ፣			
ሰአታት			
ሰአት			
ሰከንድ			
ሰከንዶች			
ሰኮት			
ሰወችንም			
ሰዉን			
ሰዊት			
ሰዊድን			
ሰዋች			
ሰዋችን			
ሰውል			
ሰዎች			
ሰዎችን			
ሰዎችንም			
ሰዎች፣			
ሰዓታት			
ሰዓት			
ሰዓት፣			
ሰይመውታል።			
ሰይፉ			
ሰደድ			
ሰዶም			
ሰጋት			
ሰጠች።			
ሰጠ።			
ሰጠ፤			
ሰጡ።			
ሰጡ፤			
ሰጣገባም			
ሰጥማ			
ሰጥተቷቸዋል።			
ሰጥተዋል።			
ሰጥተው			
ሰጥቷል።			
ሰጥቷቸዋል			
ሰጪነት			
ሰጪው			
ሰጪዎች			
ሰጪዎችን			
ሰፈር			
ሰፈሮች			
ሰፊውን			
ሰፋሪዎች			
ሰፍኖ			
ሰፎልክ			
ሱሊቫንን			
ሱላውሲ			
ሱማትራ			
ሱሪናም			
ሱርጉት			
ሱሲሎ			
ሱቆች			
ሱናሚ			
ሱከማራንን			
ሱዛን			
ሱዳናውያን			
ሱዳን			
ሱዳንተዋጊ			
ሱዳንን			
ሱዳን፣			
ሱፍሌት			
ሱፐር			
ሲሄድ			
ሲሆኑ			
ሲሆኑ፣			
ሲሆን			
ሲሆን፣			
ሲሆን፤			
ሲለማ			
ሲመለስ			
ሲመረት			
ሲሚንቶ			
ሲምቢካንጓን			
ሲምፖዚየሞችም			
ሲሞቱ			
ሲሞቱ፣			
ሲሞት			
ሲሞንሴሊ			
ሲረዳ			
ሲሪል			
ሲሪስ			
ሲሪየሥ			
ሲርሊክ			
ሲሮጡ			
ሲሰሩ			
ሲሰራ			
ሲሰጥ			
ሲሲሊ			
ሲሳይ			
ሲስብ፣			
ሲስተም			
ሲቃኝ			
ሲበሩ			
ሲባል			
ሲቪል			
ሲቪኤስ			
ሲተነፍስ			
ሲታገዱ			
ሲነፃፀር			
ሲነፃፃር			
ሲኒማ			
ሲናሞ			
ሲናገሩ፤			
ሲንድረም			
ሲንግ			
ሲኖራ			
ሲኤፍቲ			
ሲካሄዱ			
ሲካሄድ			
ሲወስን			
ሲወያዩ			
ሲወጉ፣			
ሲወጡ			
ሲወጣ			
ሲዘዋወር			
ሲየንግ			
ሲያልቅ			
ሲያልፍ			
